ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2005-01-12,414.0883897143269,229.6036817171439,356.9983733174265,414.0883897143269,414.0883897143269,-122.74610002113992,-122.74610002113992,-122.74610002113992,-0.12148259635451036,-0.12148259635451036,-0.12148259635451036,-122.62461742478541,-122.62461742478541,-122.62461742478541,0.0,0.0,0.0,291.342289693187
2005-01-13,414.23421596108386,232.90632509097068,360.08200301575243,414.23421596108386,414.23421596108386,-117.74362830981275,-117.74362830981275,-117.74362830981275,0.06422142509996172,0.06422142509996172,0.06422142509996172,-117.80784973491272,-117.80784973491272,-117.80784973491272,0.0,0.0,0.0,296.4905876512711
2005-01-14,414.3800422078409,237.81428634021728,361.2628791607099,414.3800422078409,414.3800422078409,-112.99440668159338,-112.99440668159338,-112.99440668159338,0.04002952219231083,0.04002952219231083,0.04002952219231083,-113.0344362037857,-113.0344362037857,-113.0344362037857,0.0,0.0,0.0,301.38563552624754
2005-01-15,414.52586845459786,241.83388058576517,373.52821722467775,414.52586845459786,414.52586845459786,-108.42360000661084,-108.42360000661084,-108.42360000661084,-0.1150505358922597,-0.1150505358922597,-0.1150505358922597,-108.30854947071859,-108.30854947071859,-108.30854947071859,0.0,0.0,0.0,306.102268447987
2005-01-16,414.67169470135485,247.28934418827322,372.977361058333,414.67169470135485,414.67169470135485,-103.71744710483415,-103.71744710483415,-103.71744710483415,-0.08353906302936996,-0.08353906302936996,-0.08353906302936996,-103.63390804180477,-103.63390804180477,-103.63390804180477,0.0,0.0,0.0,310.9542475965207
2005-01-17,414.81752094811185,248.67656704167024,377.8105697710048,414.81752094811185,414.81752094811185,-98.81447088160003,-98.81447088160003,-98.81447088160003,0.1992488456947985,0.1992488456947985,0.1992488456947985,-99.01371972729483,-99.01371972729483,-99.01371972729483,0.0,0.0,0.0,316.00305006651183
2005-01-18,414.96334719486885,256.6114973180451,388.29313450326885,414.96334719486885,414.96334719486885,-94.43405789398177,-94.43405789398177,-94.43405789398177,0.016572402288844403,0.016572402288844403,0.016572402288844403,-94.45063029627062,-94.45063029627062,-94.45063029627062,0.0,0.0,0.0,320.52928930088706
2005-01-19,415.10917344162584,256.34932284291267,388.95352976908265,415.10917344162584,415.10917344162584,-90.06816162805376,-90.06816162805376,-90.06816162805376,-0.12148259635453647,-0.12148259635453647,-0.12148259635453647,-89.94667903169923,-89.94667903169923,-89.94667903169923,0.0,0.0,0.0,325.0410118135721
2005-01-20,415.25499968838284,266.65777086432,399.0636159571474,415.25499968838284,415.25499968838284,-85.43904132965137,-85.43904132965137,-85.43904132965137,0.0642214250999377,0.0642214250999377,0.0642214250999377,-85.50326275475132,-85.50326275475132,-85.50326275475132,0.0,0.0,0.0,329.81595835873145
2005-01-21,415.40082593513984,268.8094533252211,396.9055520454907,415.40082593513984,415.40082593513984,-81.08108019768456,-81.08108019768456,-81.08108019768456,0.040029522192146776,0.040029522192146776,0.040029522192146776,-81.12110971987671,-81.12110971987671,-81.12110971987671,0.0,0.0,0.0,334.31974573745526
2005-01-22,415.5466521818968,272.08297322656557,401.19257261242717,415.5466521818968,415.5466521818968,-76.91531510230391,-76.91531510230391,-76.91531510230391,-0.1150505358920895,-0.1150505358920895,-0.1150505358920895,-76.80026456641181,-76.80026456641181,-76.80026456641181,0.0,0.0,0.0,338.63133707959287
2005-01-23,415.6924784286538,282.30621450794627,414.1409684924639,415.6924784286538,415.6924784286538,-72.62362431648276,-72.62362431648276,-72.62362431648276,-0.08353906302915635,-0.08353906302915635,-0.08353906302915635,-72.54008525345361,-72.54008525345361,-72.54008525345361,0.0,0.0,0.0,343.06885411217104
2005-01-24,415.83830467541077,282.3129076680872,412.4241412915431,415.83830467541077,415.83830467541077,-68.14000376433656,-68.14000376433656,-68.14000376433656,0.19924884569496049,0.19924884569496049,0.19924884569496049,-68.33925261003152,-68.33925261003152,-68.33925261003152,0.0,0.0,0.0,347.6983009110742
2005-01-25,415.98413092216776,285.705810910113,417.6850170902114,415.98413092216776,415.98413092216776,-64.17922040774818,-64.17922040774818,-64.17922040774818,0.016572402288697934,0.016572402288697934,0.016572402288697934,-64.19579281003688,-64.19579281003688,-64.19579281003688,0.0,0.0,0.0,351.8049105144196
2005-01-26,416.12995716892476,290.7735693278192,420.07483189923585,416.12995716892476,416.12995716892476,-60.22859533729285,-60.22859533729285,-60.22859533729285,-0.12148259635432465,-0.12148259635432465,-0.12148259635432465,-60.107112740938526,-60.107112740938526,-60.107112740938526,0.0,0.0,0.0,355.9013618316319
