ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2009-08-09,524.9859957050171,565.0147246224225,697.9424633173447,524.9859957050171,524.9859957050171,106.07045270375431,106.07045270375431,106.07045270375431,-0.08353906302912263,-0.08353906302912263,-0.08353906302912263,106.15399176678342,106.15399176678342,106.15399176678342,0.0,0.0,0.0,631.0564484087714
2009-08-10,524.6689164287512,563.9489091164503,689.9867782765713,524.6689164287512,524.6689164287512,102.84267834762056,102.84267834762056,102.84267834762056,0.19924884569497625,0.19924884569497625,0.19924884569497625,102.64342950192558,102.64342950192558,102.64342950192558,0.0,0.0,0.0,627.5115947763718
2009-08-11,524.3518371524852,567.9842314183655,689.5027495228769,524.3518371524852,524.3518371524852,99.10452376377049,99.10452376377049,99.10452376377049,0.016572402288436802,0.016572402288436802,0.016572402288436802,99.08795136148204,99.08795136148204,99.08795136148204,0.0,0.0,0.0,623.4563609162558
2009-08-12,524.0347578762193,551.2944838898504,680.3890309958936,524.0347578762193,524.0347578762193,95.3651578083681,95.3651578083681,95.3651578083681,-0.12148259635430785,-0.12148259635430785,-0.12148259635430785,95.48664040472241,95.48664040472241,95.48664040472241,0.0,0.0,0.0,619.3999156845873
2009-08-13,523.7176785999534,550.9068319745235,672.5504500007722,523.7176785999534,523.7176785999534,91.90212469128237,91.90212469128237,91.90212469128237,0.06422142509996771,0.06422142509996771,0.06422142509996771,91.83790326618241,91.83790326618241,91.83790326618241,0.0,0.0,0.0,615.6198032912357
2009-08-14,523.4005993236874,544.9422005710718,675.0988762639116,523.4005993236874,523.4005993236874,88.1794818241197,88.1794818241197,88.1794818241197,0.04002952219268565,0.04002952219268565,0.04002952219268565,88.13945230192704,88.13945230192704,88.13945230192704,0.0,0.0,0.0,611.580081147807
2009-08-15,523.0835200474213,541.4715887953449,669.3353037936689,523.0835200474213,523.0835200474213,84.27325457051074,84.27325457051074,84.27325457051074,-0.11505053589218714,-0.11505053589218714,-0.11505053589218714,84.38830510640292,84.38830510640292,84.38830510640292,0.0,0.0,0.0,607.356774617932
2009-08-16,522.7664407711554,531.8608036683413,665.326377876557,522.7664407711554,522.7664407711554,80.49726262160443,80.49726262160443,80.49726262160443,-0.08353906302890901,-0.08353906302890901,-0.08353906302890901,80.58080168463334,80.58080168463334,80.58080168463334,0.0,0.0,0.0,603.2637033927599
2009-08-17,522.4493614948894,536.7611777740293,666.6983182545558,522.4493614948894,522.4493614948894,76.91188795470478,76.91188795470478,76.91188795470478,0.1992488456949885,0.1992488456949885,0.1992488456949885,76.7126391090098,76.7126391090098,76.7126391090098,0.0,0.0,0.0,599.3612494495942
2009-08-18,522.1322822186236,531.1272974323327,663.6763398496287,522.1322822186236,522.1322822186236,72.79549544236036,72.79549544236036,72.79549544236036,0.016572402289043657,0.016572402289043657,0.016572402289043657,72.77892304007132,72.77892304007132,72.77892304007132,0.0,0.0,0.0,594.9277776609839
2009-08-19,521.8152029423576,524.4086078548563,656.47428857469,521.8152029423576,521.8152029423576,68.65275246140662,68.65275246140662,68.65275246140662,-0.12148259635464911,-0.12148259635464911,-0.12148259635464911,68.77423505776127,68.77423505776127,68.77423505776127,0.0,0.0,0.0,590.4679554037642
2009-08-20,521.4981236660916,524.6306888008882,650.7568519888846,521.4981236660916,521.4981236660916,64.7569357726086,64.7569357726086,64.7569357726086,0.06422142509994369,0.06422142509994369,0.06422142509994369,64.69271434750866,64.69271434750866,64.69271434750866,0.0,0.0,0.0,586.2550594387002
2009-08-21,521.1810443898257,520.1302680465598,648.2328325295108,521.1810443898257,521.1810443898257,60.56818144484787,60.56818144484787,60.56818144484787,0.040029522192521615,0.040029522192521615,0.040029522192521615,60.52815192265534,60.52815192265534,60.52815192265534,0.0,0.0,0.0,581.7492258346736
2009-08-22,520.8639651135597,509.82894328598553,635.7050872438587,520.8639651135597,520.8639651135597,56.15904471817221,56.15904471817221,56.15904471817221,-0.11505053589231704,-0.11505053589231704,-0.11505053589231704,56.27409525406453,56.27409525406453,56.27409525406453,0.0,0.0,0.0,577.023009831732
2009-08-23,520.5468858372936,505.08020997934494,640.7756320695686,520.5468858372936,520.5468858372936,51.840421862393214,51.840421862393214,51.840421862393214,-0.08353906302875014,-0.08353906302875014,-0.08353906302875014,51.923960925421966,51.923960925421966,51.923960925421966,0.0,0.0,0.0,572.3873076996869
2009-08-24,520.2298065610278,502.3382501807154,633.1580754723632,520.2298065610278,520.2298065610278,47.67040159207595,47.67040159207595,47.67040159207595,0.1992488456947456,0.1992488456947456,0.1992488456947456,47.47115274638121,47.47115274638121,47.47115274638121,0.0,0.0,0.0,567.9002081531037
2009-08-25,519.9127272847619,500.46605820482176,625.0624675937516,519.9127272847619,519.9127272847619,42.92575504256165,42.92575504256165,42.92575504256165,0.01657240228868206,0.01657240228868206,0.01657240228868206,42.90918264027297,42.90918264027297,42.90918264027297,0.0,0.0,0.0,562.8384823273235
2009-08-26,519.5956480084958,495.39093146140294,621.0028174007771,519.5956480084958,519.5956480084958,38.110308984769034,38.110308984769034,38.110308984769034,-0.12148259635443731,-0.12148259635443731,-0.12148259635443731,38.231791581123474,38.231791581123474,38.231791581123474,0.0,0.0,0.0,557.7059569932649
2009-08-27,519.2785687322299,485.79624632882184,618.7866522262832,519.2785687322299,519.2785687322299,33.497289311574534,33.497289311574534,33.497289311574534,0.0642214251001332,0.0642214251001332,0.0642214251001332,33.4330678864744,33.4330678864744,33.4330678864744,0.0,0.0,0.0,552.7758580438044
2009-08-28,518.961489455964,486.5171601124259,618.5591206832806,518.961489455964,518.961489455964,28.54758979974274,28.54758979974274,28.54758979974274,0.040029522192504434,0.040029522192504434,0.040029522192504434,28.507560277550237,28.507560277550237,28.507560277550237,0.0,0.0,0.0,547.5090792557068
2009-08-29,518.644410179698,474.5538376327786,603.2391138669807,518.644410179698,518.644410179698,23.335332755639964,23.335332755639964,23.335332755639964,-0.11505053589209575,-0.11505053589209575,-0.11505053589209575,23.45038329153206,23.45038329153206,23.45038329153206,0.0,0.0,0.0,541.9797429353379
2009-08-30,518.327330903432,471.8683528669061,598.6377696159926,518.327330903432,518.327330903432,18.173773805626485,18.173773805626485,18.173773805626485,-0.08353906302903572,-0.08353906302903572,-0.08353906302903572,18.25731286865552,18.25731286865552,18.25731286865552,0.0,0.0,0.0,536.5011047090585
2009-08-31,518.0102516271661,469.7862497886799,593.4531224285121,518.0102516271661,518.0102516271661,13.124119075068094,13.124119075068094,13.124119075068094,0.19924884569475781,0.19924884569475781,0.19924884569475781,12.924870229373335,12.924870229373335,12.924870229373335,0.0,0.0,0.0,531.1343707022342
2009-09-01,517.6931723509001,461.46008238893955,587.2733729989569,517.6931723509001,517.6931723509001,7.466964900163744,7.466964900163744,7.466964900163744,0.0165724022885356,0.0165724022885356,0.0165724022885356,7.450392497875209,7.450392497875209,7.450392497875209,0.0,0.0,0.0,525.1601372510638
2009-09-02,517.3760930746342,451.28446593063717,583.9040707309109,517.3760930746342,517.3760930746342,1.710606309676286,1.710606309676286,1.710606309676286,-0.12148259635422552,-0.12148259635422552,-0.12148259635422552,1.8320889060305114,1.8320889060305114,1.8320889060305114,0.0,0.0,0.0,519.0866993843106
2009-09-03,517.0590137983683,452.8442762572619,576.2622136846958,517.0590137983683,517.0590137983683,-3.866696760681151,-3.866696760681151,-3.866696760681151,0.0642214251001092,0.0642214251001092,0.0642214251001092,-3.930918185781261,-3.930918185781261,-3.930918185781261,0.0,0.0,0.0,513.1923170376871
2009-09-04,516.7419345221023,451.1881804582222,574.3501290539015,516.7419345221023,516.7419345221023,-9.798538274512124,-9.798538274512124,-9.798538274512124,0.04002952219270005,0.04002952219270005,0.04002952219270005,-9.838567796704824,-9.838567796704824,-9.838567796704824,0.0,0.0,0.0,506.94339624759016
2009-09-05,516.4248552458363,439.74233211438303,568.548146450463,516.4248552458363,516.4248552458363,-16.004900826353087,-16.004900826353087,-16.004900826353087,-0.11505053589222562,-0.11505053589222562,-0.11505053589222562,-15.88985029046086,-15.88985029046086,-15.88985029046086,0.0,0.0,0.0,500.4199544194832
2009-09-06,516.1077759695704,426.05755089419483,559.272961812288,516.1077759695704,516.1077759695704,-22.16635138016352,-22.16635138016352,-22.16635138016352,-0.08353906302887681,-0.08353906302887681,-0.08353906302887681,-22.082812317134643,-22.082812317134643,-22.082812317134643,0.0,0.0,0.0,493.9414245894069
2009-09-07,515.7906966933043,420.15489395553186,552.1231867548572,515.7906966933043,515.7906966933043,-28.21532702174347,-28.21532702174347,-28.21532702174347,0.19924884569477003,0.19924884569477003,0.19924884569477003,-28.414575867438238,-28.414575867438238,-28.414575867438238,0.0,0.0,0.0,487.57536967156085
2009-09-08,515.4736174170384,419.184489264902,545.9819498716782,515.4736174170384,515.4736174170384,-34.86479782117475,-34.86479782117475,-34.86479782117475,0.016572402288174,0.016572402288174,0.016572402288174,-34.88137022346292,-34.88137022346292,-34.88137022346292,0.0,0.0,0.0,480.6088195958637
2009-09-09,515.1565381407726,406.3757403535776,540.5981652300504,515.1565381407726,515.1565381407726,-41.60005787855379,-41.60005787855379,-41.60005787855379,-0.12148259635456679,-0.12148259635456679,-0.12148259635456679,-41.47857528219923,-41.47857528219923,-41.47857528219923,0.0,0.0,0.0,473.55648026221877
2009-09-10,514.8394588645065,402.55957941860265,533.265957557173,514.8394588645065,514.8394588645065,-48.13655304883598,-48.13655304883598,-48.13655304883598,0.06422142509994974,0.06422142509994974,0.06422142509994974,-48.20077447393592,-48.20077447393592,-48.20077447393592,0.0,0.0,0.0,466.7029058156705
2009-09-11,514.5223795882405,396.2202399869006,525.396446341055,514.5223795882405,514.5223795882405,-55.00178577932956,-55.00178577932956,-55.00178577932956,0.04002952219253601,0.04002952219253601,0.04002952219253601,-55.0418153015221,-55.0418153015221,-55.0418153015221,0.0,0.0,0.0,459.5205938089109
2009-09-12,514.2053003119746,385.0047384436124,512.1123470267898,514.2053003119746,514.2053003119746,-62.10992593120437,-62.10992593120437,-62.10992593120437,-0.11505053589230442,-0.11505053589230442,-0.11505053589230442,-61.99487539531207,-61.99487539531207,-61.99487539531207,0.0,0.0,0.0,452.09537438077024
2009-09-13,513.8882210357086,380.9529800835859,508.06824701136424,513.8882210357086,513.8882210357086,-69.13607097952324,-69.13607097952324,-69.13607097952324,-0.08353906302871796,-0.08353906302871796,-0.08353906302871796,-69.05253191649452,-69.05253191649452,-69.05253191649452,0.0,0.0,0.0,444.75215005618537
2009-09-14,513.5711417594426,370.8861520924532,499.68835509570874,513.5711417594426,513.5711417594426,-76.0075833012142,-76.0075833012142,-76.0075833012142,0.1992488456948045,0.1992488456948045,0.1992488456948045,-76.20683214690902,-76.20683214690902,-76.20683214690902,0.0,0.0,0.0,437.56355845822844
2009-09-15,513.2540624831768,363.5212447854009,494.1002575808923,513.2540624831768,513.2540624831768,-83.43279077569161,-83.43279077569161,-83.43279077569161,0.016572402288565703,0.016572402288565703,0.016572402288565703,-83.44936317798017,-83.44936317798017,-83.44936317798017,0.0,0.0,0.0,429.82127170748515
2009-09-16,512.9369832069108,358.1629477138988,484.81741258930106,512.9369832069108,512.9369832069108,-90.89280134700864,-90.89280134700864,-90.89280134700864,-0.12148259635435496,-0.12148259635435496,-0.12148259635435496,-90.77131875065429,-90.77131875065429,-90.77131875065429,0.0,0.0,0.0,422.04418185990215
2009-09-17,512.6199039306449,353.3738027735288,482.1693227273462,512.6199039306449,512.6199039306449,-98.09934007327657,-98.09934007327657,-98.09934007327657,0.06422142509992572,0.06422142509992572,0.06422142509992572,-98.1635614983765,-98.1635614983765,-98.1635614983765,0.0,0.0,0.0,414.52056385736836
2009-09-18,512.3028246543788,342.9601307797632,471.7602630467835,512.3028246543788,512.3028246543788,-105.57664957570773,-105.57664957570773,-105.57664957570773,0.04002952219237197,0.04002952219237197,0.04002952219237197,-105.6166790979001,-105.6166790979001,-105.6166790979001,0.0,0.0,0.0,406.7261750786711
2009-09-19,511.9857453781128,331.61046569694537,461.1157874484119,511.9857453781128,511.9857453781128,-113.23608366649293,-113.23608366649293,-113.23608366649293,-0.11505053589243432,-0.11505053589243432,-0.11505053589243432,-113.1210331306005,-113.1210331306005,-113.1210331306005,0.0,0.0,0.0,398.74966171161986
2009-09-20,511.66866610184695,327.26818721666723,457.1181013017076,511.66866610184695,511.66866610184695,-120.7503388543174,-120.7503388543174,-120.7503388543174,-0.08353906302955745,-0.08353906302955745,-0.08353906302955745,-120.66679979128786,-120.66679979128786,-120.66679979128786,0.0,0.0,0.0,390.91832724752953
2009-09-21,511.351586825581,313.97363528537124,443.9541578488736,511.351586825581,511.351586825581,-128.04475309329067,-128.04475309329067,-128.04475309329067,0.19924884569466697,0.19924884569466697,0.19924884569466697,-128.24400193898532,-128.24400193898532,-128.24400193898532,0.0,0.0,0.0,383.30683373229033
2009-09-22,511.03450754931504,311.81191697824846,440.53906968677353,511.03450754931504,511.03450754931504,-135.8259599523852,-135.8259599523852,-135.8259599523852,0.016572402288419247,0.016572402288419247,0.016572402288419247,-135.84253235467364,-135.84253235467364,-135.84253235467364,0.0,0.0,0.0,375.20854759692986
2009-09-23,510.7174282730491,305.29319923905416,429.6593641239042,510.7174282730491,510.7174282730491,-143.5736510403072,-143.5736510403072,-143.5736510403072,-0.12148259635438105,-0.12148259635438105,-0.12148259635438105,-143.45216844395281,-143.45216844395281,-143.45216844395281,0.0,0.0,0.0,367.1437772327419
2009-09-24,510.4003489967831,291.222936709028,423.5269737746633,510.4003489967831,510.4003489967831,-150.9983575575902,-150.9983575575902,-150.9983575575902,0.06422142510011523,0.06422142510011523,0.06422142510011523,-151.06257898269033,-151.06257898269033,-151.06257898269033,0.0,0.0,0.0,359.4019914391929
2009-09-25,510.0832697205171,286.8597777381551,416.84937749297507,510.0832697205171,510.0832697205171,-158.6232943202294,-158.6232943202294,-158.6232943202294,0.04002952219271445,0.04002952219271445,0.04002952219271445,-158.6633238424221,-158.6633238424221,-158.6633238424221,0.0,0.0,0.0,351.4599754002877
2009-09-26,509.7661904442512,282.09979135180254,412.1842543363644,509.7661904442512,509.7661904442512,-166.35889847260543,-166.35889847260543,-166.35889847260543,-0.1150505358922641,-0.1150505358922641,-0.1150505358922641,-166.24384793671317,-166.24384793671317,-166.24384793671317,0.0,0.0,0.0,343.4072919716458
2009-09-27,509.4491111679853,270.4341693902646,400.0191774198853,509.4491111679853,509.4491111679853,-173.8770099544756,-173.8770099544756,-173.8770099544756,-0.08353906302939858,-0.08353906302939858,-0.08353906302939858,-173.7934708914462,-173.7934708914462,-173.7934708914462,0.0,0.0,0.0,335.57210121350965
2009-09-28,509.1320318917193,261.93849144713937,393.28305806117356,509.1320318917193,509.1320318917193,-181.10212530503267,-181.10212530503267,-181.10212530503267,0.19924884569482892,0.19924884569482892,0.19924884569482892,-181.3013741507275,-181.3013741507275,-181.3013741507275,0.0,0.0,0.0,328.0299065866866
2009-09-29,508.81495261545336,259.03057520409527,386.22136742224995,508.81495261545336,508.81495261545336,-188.7400149771802,-188.7400149771802,-188.7400149771802,0.01657240228827279,0.01657240228827279,0.01657240228827279,-188.7565873794685,-188.7565873794685,-188.7565873794685,0.0,0.0,0.0,320.0749376382731
2009-09-30,508.4978733391873,249.7750602870637,379.6397449537638,508.4978733391873,508.4978733391873,-196.26945870641342,-196.26945870641342,-196.26945870641342,-0.12148259635416925,-0.12148259635416925,-0.12148259635416925,-196.14797611005926,-196.14797611005926,-196.14797611005926,0.0,0.0,0.0,312.22841463277393
2009-10-01,508.18079406292145,239.291690048523,373.50198555504096,508.18079406292145,508.18079406292145,-203.40001117215004,-203.40001117215004,-203.40001117215004,0.06422142509970322,0.06422142509970322,0.06422142509970322,-203.46423259724978,-203.46423259724978,-203.46423259724978,0.0,0.0,0.0,304.78078289077143
2009-10-02,507.8637147866555,232.1159636778431,359.878155450769,507.8637147866555,507.8637147866555,-210.65384227209813,-210.65384227209813,-210.65384227209813,0.04002952219240354,0.04002952219240354,0.04002952219240354,-210.69387179429054,-210.69387179429054,-210.69387179429054,0.0,0.0,0.0,297.2098725145574
2009-10-03,507.54663551038954,226.8268840716926,355.607736449172,507.54663551038954,507.54663551038954,-217.94028477926864,-217.94028477926864,-217.94028477926864,-0.11505053589234289,-0.11505053589234289,-0.11505053589234289,-217.82523424337631,-217.82523424337631,-217.82523424337631,0.0,0.0,0.0,289.60635073112087
2009-10-04,507.2295562341236,217.29693800799282,349.9048658211602,507.2295562341236,507.2295562341236,-224.93003655247065,-224.93003655247065,-224.93003655247065,-0.08353906302913022,-0.08353906302913022,-0.08353906302913022,-224.84649748944153,-224.84649748944153,-224.84649748944153,0.0,0.0,0.0,282.29951968165295
2009-10-05,506.9124769578576,208.47131453632136,337.09725008120705,506.9124769578576,506.9124769578576,-231.54644853488443,-231.54644853488443,-231.54644853488443,0.19924884569484116,0.19924884569484116,0.19924884569484116,-231.7456973805793,-231.7456973805793,-231.7456973805793,0.0,0.0,0.0,275.36602842297316
2009-10-06,506.5953976815916,206.75471049818879,332.17077597558165,506.5953976815916,506.5953976815916,-238.49418791793437,-238.49418791793437,-238.49418791793437,0.01657240228844936,0.01657240228844936,0.01657240228844936,-238.51076032022283,-238.51076032022283,-238.51076032022283,0.0,0.0,0.0,268.1012097636572
2009-10-07,506.2783184053257,194.46354001483795,326.96743646675253,506.2783184053257,506.2783184053257,-245.25102979022003,-245.25102979022003,-245.25102979022003,-0.1214825963545878,-0.1214825963545878,-0.1214825963545878,-245.12954719386545,-245.12954719386545,-245.12954719386545,0.0,0.0,0.0,261.0272886151057
2009-10-08,505.96123912905966,190.2058576739992,319.08091624447263,505.96123912905966,505.96123912905966,-251.5256878891258,-251.5256878891258,-251.5256878891258,0.0642214250996792,0.0642214250996792,0.0642214250996792,-251.5899093142255,-251.5899093142255,-251.5899093142255,0.0,0.0,0.0,254.43555123993386
2009-10-09,505.6441598527938,186.64932797466284,317.9208503533596,505.6441598527938,505.6441598527938,-257.839726805454,-257.839726805454,-257.839726805454,0.040029522192386376,0.040029522192386376,0.040029522192386376,-257.8797563276464,-257.8797563276464,-257.8797563276464,0.0,0.0,0.0,247.80443304733978
2009-10-10,505.32708057652775,178.76369588381112,311.30127260558726,505.32708057652775,505.32708057652775,-264.1021861473853,-264.1021861473853,-264.1021861473853,-0.11505053589242166,-0.11505053589242166,-0.11505053589242166,-263.9871356114929,-263.9871356114929,-263.9871356114929,0.0,0.0,0.0,241.22489442914247
2009-10-11,505.0100013002618,178.10077406846327,296.8575676697736,505.0100013002618,505.0100013002618,-269.9838613420941,-269.9838613420941,-269.9838613420941,-0.08353906302952525,-0.08353906302952525,-0.08353906302952525,-269.90032227906454,-269.90032227906454,-269.90032227906454,0.0,0.0,0.0,235.02613995816773
2009-10-12,504.69292202399583,172.3048251084822,297.76402682819287,504.69292202399583,504.69292202399583,-275.40866966383385,-275.40866966383385,-275.40866966383385,0.1992488456948756,0.1992488456948756,0.1992488456948756,-275.6079185095287,-275.6079185095287,-275.6079185095287,0.0,0.0,0.0,229.284252360162
2009-10-13,504.37584274772985,158.82283583771004,288.5623903725143,504.37584274772985,504.37584274772985,-281.08238814362517,-281.08238814362517,-281.08238814362517,0.01657240228851804,0.01657240228851804,0.01657240228851804,-281.09896054591366,-281.09896054591366,-281.09896054591366,0.0,0.0,0.0,223.29345460410468
2009-10-14,504.05876347146403,153.8524323622859,280.8619110778843,504.05876347146403,504.05876347146403,-286.4845139644418,-286.4845139644418,-286.4845139644418,-0.12148259635461388,-0.12148259635461388,-0.12148259635461388,-286.36303136808715,-286.36303136808715,-286.36303136808715,0.0,0.0,0.0,217.57424950702222
2009-10-15,503.741684195198,145.48495011149276,277.25067008660795,503.741684195198,503.741684195198,-291.3261553325782,-291.3261553325782,-291.3261553325782,0.06422142510008223,0.06422142510008223,0.06422142510008223,-291.3903767576782,-291.3903767576782,-291.3903767576782,0.0,0.0,0.0,212.4155288626198
2009-10-16,503.4246049189321,144.73819343991062,270.84849017187855,503.4246049189321,503.4246049189321,-296.13199271823817,-296.13199271823817,-296.13199271823817,0.04002952219222234,0.04002952219222234,0.04002952219222234,-296.1720222404304,-296.1720222404304,-296.1720222404304,0.0,0.0,0.0,207.29261220069395
2009-10-17,503.1075256426661,135.65541449319008,264.6346020826281,503.1075256426661,503.1075256426661,-300.8149387608199,-300.8149387608199,-300.8149387608199,-0.11505053589230257,-0.11505053589230257,-0.11505053589230257,-300.69988822492763,-300.69988822492763,-300.69988822492763,0.0,0.0,0.0,202.29258688184615
2009-10-18,502.7904463664002,134.4131273358431,263.33474245980267,502.7904463664002,502.7904463664002,-305.050439623252,-305.050439623252,-305.050439623252,-0.08353906302931165,-0.08353906302931165,-0.08353906302931165,-304.96690056022265,-304.96690056022265,-304.96690056022265,0.0,0.0,0.0,197.74000674314823
2009-10-19,502.47336709013416,125.3015561742339,261.40210760609824,502.47336709013416,502.47336709013416,-308.7678448691337,-308.7678448691337,-308.7678448691337,0.19924884569503762,0.19924884569503762,0.19924884569503762,-308.96709371482876,-308.96709371482876,-308.96709371482876,0.0,0.0,0.0,193.70552222100048
2009-10-20,502.1562878138682,123.74735005771079,253.70183880307766,502.1562878138682,502.1562878138682,-312.67913143334584,-312.67913143334584,-312.67913143334584,0.01657240228815645,0.01657240228815645,0.01657240228815645,-312.695703835634,-312.695703835634,-312.695703835634,0.0,0.0,0.0,189.47715638052233
2009-10-21,501.83920853760225,108.60373001985131,250.5064977567823,501.83920853760225,501.83920853760225,-316.27073167521183,-316.27073167521183,-316.27073167521183,-0.12148259635463997,-0.12148259635463997,-0.12148259635463997,-316.1492490788572,-316.1492490788572,-316.1492490788572,0.0,0.0,0.0,185.5684768623904
2009-10-22,501.52212926133626,119.61559764702282,241.26360185481502,501.52212926133626,501.52212926133626,-319.26137338752403,-319.26137338752403,-319.26137338752403,0.0642214250996702,0.0642214250996702,0.0642214250996702,-319.3255948126237,-319.3255948126237,-319.3255948126237,0.0,0.0,0.0,182.26075587381223
2009-10-23,501.20504998507045,111.97307430050016,249.5298118584645,501.20504998507045,501.20504998507045,-322.18397204597096,-322.18397204597096,-322.18397204597096,0.04002952219256481,0.04002952219256481,0.04002952219256481,-322.22400156816354,-322.22400156816354,-322.22400156816354,0.0,0.0,0.0,179.02107793909948
2009-10-24,500.88797070880435,115.39329279526122,241.41603983867796,500.88797070880435,500.88797070880435,-324.9602044936412,-324.9602044936412,-324.9602044936412,-0.11505053589208127,-0.11505053589208127,-0.11505053589208127,-324.8451539577491,-324.8451539577491,-324.8451539577491,0.0,0.0,0.0,175.92776621516316
2009-10-25,500.57089143253853,106.87823586492767,242.74003537648449,500.57089143253853,500.57089143253853,-327.27470823559275,-327.27470823559275,-327.27470823559275,-0.08353906302909801,-0.08353906302909801,-0.08353906302909801,-327.19116917256366,-327.19116917256366,-327.19116917256366,0.0,0.0,0.0,173.29618319694578
2009-10-26,500.2538121562725,104.91498626297042,236.29039728205447,500.2538121562725,500.2538121562725,-329.06633526859684,-329.06633526859684,-329.06633526859684,0.1992488456949001,0.1992488456949001,0.1992488456949001,-329.2655841142917,-329.2655841142917,-329.2655841142917,0.0,0.0,0.0,171.18747688767564
2009-10-27,499.9367328800065,101.3513774231844,231.39254229152658,499.9367328800065,499.9367328800065,-331.05674828595676,-331.05674828595676,-331.05674828595676,0.01657240228800998,0.01657240228800998,0.01657240228800998,-331.0733206882448,-331.0733206882448,-331.0733206882448,0.0,0.0,0.0,168.87998459404974
2009-10-28,499.6196536037406,105.9241846894697,231.65052535266946,499.6196536037406,499.6196536037406,-332.74211187676406,-332.74211187676406,-332.74211187676406,-0.12148259635450545,-0.12148259635450545,-0.12148259635450545,-332.6206292804096,-332.6206292804096,-332.6206292804096,0.0,0.0,0.0,166.87754172697652
2009-10-29,499.3025743274746,95.45891282606762,224.75538439861327,499.3025743274746,499.3025743274746,-333.850789519135,-333.850789519135,-333.850789519135,0.06422142509985972,0.06422142509985972,0.06422142509985972,-333.91501094423484,-333.91501094423484,-333.91501094423484,0.0,0.0,0.0,165.4517848083396
2009-10-30,498.98549505120866,102.4988327279868,221.25430820672292,498.98549505120866,498.98549505120866,-334.9250897984094,-334.9250897984094,-334.9250897984094,0.04002952219254763,0.04002952219254763,0.04002952219254763,-334.96511932060196,-334.96511932060196,-334.96511932060196,0.0,0.0,0.0,164.06040525279928
2009-10-31,498.6684157749427,97.13025202081863,227.88919895773753,498.6684157749427,498.6684157749427,-335.89569432985576,-335.89569432985576,-335.89569432985576,-0.11505053589221116,-0.11505053589221116,-0.11505053589221116,-335.7806437939636,-335.7806437939636,-335.7806437939636,0.0,0.0,0.0,162.77272144508692
2009-11-01,498.35133649867674,99.5253309146683,225.50947961906294,498.35133649867674,498.35133649867674,-336.45571489867353,-336.45571489867353,-336.45571489867353,-0.0835390630288844,-0.0835390630288844,-0.0835390630288844,-336.37217583564467,-336.37217583564467,-336.37217583564467,0.0,0.0,0.0,161.8956216000032
2009-11-02,498.03425722241076,98.85180850804599,225.56243303003222,498.03425722241076,498.03425722241076,-336.5518120445287,-336.5518120445287,-336.5518120445287,0.19924884569493453,0.19924884569493453,0.19924884569493453,-336.7510608902236,-336.7510608902236,-336.7510608902236,0.0,0.0,0.0,161.48244517788208
2009-11-03,497.7171779461448,97.00174114519626,222.22905097597123,497.7171779461448,497.7171779461448,-336.9126661093103,-336.9126661093103,-336.9126661093103,0.01657240228893986,0.01657240228893986,0.01657240228893986,-336.92923851159924,-336.92923851159924,-336.92923851159924,0.0,0.0,0.0,160.80451183683448
2009-11-04,497.40009866987896,103.18723631631649,226.53871297544745,497.40009866987896,497.40009866987896,-337.04055633885434,-337.04055633885434,-337.04055633885434,-0.12148259635453153,-0.12148259635453153,-0.12148259635453153,-336.9190737424998,-336.9190737424998,-336.9190737424998,0.0,0.0,0.0,160.3595423310246
2009-11-05,497.08301939361286,100.43614158614996,227.56735996664102,497.08301939361286,497.08301939361286,-336.66896152197563,-336.66896152197563,-336.66896152197563,0.06422142510004923,0.06422142510004923,0.06422142510004923,-336.7331829470757,-336.7331829470757,-336.7331829470757,0.0,0.0,0.0,160.41405787163723
2009-11-06,496.765940117347,97.32821937256156,227.88132529793748,496.765940117347,496.765940117347,-336.3442279229045,-336.3442279229045,-336.3442279229045,0.04002952219223674,0.04002952219223674,0.04002952219223674,-336.38425744509675,-336.38425744509675,-336.38425744509675,0.0,0.0,0.0,160.42171219444248
2009-11-07,496.448860841081,94.9959057591884,221.0141531029945,496.448860841081,496.448860841081,-335.9999388901125,-335.9999388901125,-335.9999388901125,-0.11505053589198987,-0.11505053589198987,-0.11505053589198987,-335.8848883542205,-335.8848883542205,-335.8848883542205,0.0,0.0,0.0,160.4489219509685
2009-11-08,496.13178156481507,96.49925884431032,225.87361963134904,496.13178156481507,496.13178156481507,-335.3309350856096,-335.3309350856096,-335.3309350856096,-0.08353906302927948,-0.08353906302927948,-0.08353906302927948,-335.24739602258035,-335.24739602258035,-335.24739602258035,0.0,0.0,0.0,160.80084647920546
2009-11-09,495.8147022885491,97.97967685942234,226.03946728003865,495.8147022885491,495.8147022885491,-334.28441848237543,-334.28441848237543,-334.28441848237543,0.19924884569494677,0.19924884569494677,0.19924884569494677,-334.4836673280704,-334.4836673280704,-334.4836673280704,0.0,0.0,0.0,161.53028380617366
2009-11-10,495.4976230122831,96.07314625146202,226.56086091476726,495.4976230122831,495.4976230122831,-333.5884315336969,-333.5884315336969,-333.5884315336969,0.016572402288793402,0.016572402288793402,0.016572402288793402,-333.6050039359857,-333.6050039359857,-333.6050039359857,0.0,0.0,0.0,161.9091914785862
